verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
half-true,Barack Obama,"""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.""",1/24/2009,radio,https://www.politifact.com/factchecks/2009/jan/26/barack-obama/obama-numbers-income-explanation/,mostly true,"Based on the given statement, label it accordingly.

The statement made by Barack Obama on 1/24/2009 that ""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four"" is mostly true.

The statement is accurate in that the economy could fall $1 trillion short of its full capacity, but it needs clarification that the lost income for a family of four is an estimate based on that $1 trillion shortfall. The statement does not provide specific information on how the $1 trillion shortfall was calculated or what caused it, but it is not misleading or inaccurate.

Therefore, the statement is mostly true.",D,economy,>100000
TRUE,Barack Obama,"Says ""our deficits are falling at the fastest rate in 60 years.""",7/24/2013,speech,https://www.politifact.com/factchecks/2013/jul/25/barack-obama/obama-says-deficit-falling-fastest-rate-60-years/,mostly true,"Based on the given statement, source, and date, I would label it as ""mostly true"" with the following explanation:

Barack Obama made the statement ""our deficits are falling at the fastest rate in 60 years"" on July 24, 2013. According to data from the Congressional Budget Office (CBO), the federal budget deficit did decline at a faster rate in 2013 compared to the previous 60 years. However, it is important to note that the statement could be more accurately described as ""our deficits have been declining at the fastest rate in the past few years,"" as the rate of decline has slowed down since then. Therefore, while the statement is mostly true, it could benefit from some clarification to avoid potential misinterpretation.",D,economy,>100000
FALSE,Barack Obama,"""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.""",11/01/2011,news,https://www.politifact.com/factchecks/2011/nov/03/barack-obama/obama-says-health-law-will-kick-millions-next-year/,mostly true,"Based on the given statement, label it accordingly.

The statement made by Barack Obama on 11/1/2011 that ""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law"" is mostly true. According to the Congressional Budget Office, the Affordable Care Act (Obamacare) was projected to reduce the number of uninsured Americans by about 30 million by 2019. However, it's important to note that not all of these individuals would be enrolled in coverage by the end of 2012, and the actual number may have been lower due to various factors such as implementation challenges and individual choices. Additionally, the statement could be more specific by mentioning that the coverage expansion was expected to primarily affect non-elderly adults. Therefore, while the overall statement is mostly true, it could benefit from some clarification.",D,health,>100000
half-true,Barack Obama,"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",6/30/2008,advertisement,https://www.politifact.com/factchecks/2008/jun/30/barack-obama/welfare-rolls-dropped-but-not-just-because-of-law/,FALSE,"Based on the given statement, the label would be: false.

Explanation:
Barack Obama never said that his bill ""reduced welfare rolls nearly 80 percent."" In fact, the Temporary Assistance for Needy Families (TANF) program, which Obama's bill aimed to reauthorize, has seen only modest reductions in welfare rolls since its inception in 1996. According to the Congressional Research Service, the number of TANF recipients has declined by about 60 percent since 1996, but this is far from the 80 percent reduction claimed in the statement. Therefore, the statement is false.",D,economy,>100000
FALSE,Barack Obama,"""We import more oil today than ever before.""",7/06/2009,news,https://www.politifact.com/factchecks/2009/jul/08/barack-obama/obamas-wrong-oil-imports/,mostly true,"Based on the given statement, source, and date, the label would be:
mostly true.

Explanation:
Barack Obama made the statement ""We import more oil today than ever before"" on July 6, 2009. According to the U.S. Energy Information Administration (EIA), U.S. crude oil imports have indeed been increasing since the late 1990s and reached record highs in 2005 and 2006. However, imports have since fluctuated and in recent years have been relatively stable, but still higher than in the late 1990s. Therefore, Obama's statement was mostly true at the time, but it would be important to note that imports have not continued to increase at the same rate since then.",D,economy,>100000
TRUE,Barack Obama,"""The NRA used to support expanded background checks.""",4/17/2013,speech,https://www.politifact.com/factchecks/2013/apr/18/barack-obama/barack-obama-says-nra-used-support-expanded-backgr/,mostly false,"Based on the given statement, source, and date, I would label it as mostly false. While it is true that the NRA once supported certain forms of expanded background checks, such as the Brady Bill in 1993, Obama's statement is misleading because it implies that the NRA's current stance is in favor of expanded background checks, which is not the case. The NRA has since shifted its position and now opposes most forms of expanded background checks.",D,transparency,>100000
FALSE,Barack Obama,"""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years.""",10/25/2011,speech,https://www.politifact.com/factchecks/2011/nov/01/barack-obama/barack-obama-says-60-percent-his-promises-are-done/,mostly true,"Based on the given statement, label it accordingly.

Barack Obama's statement that ""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years"" is mostly true. The statement is accurate but needs clarification. During his 2008 campaign, Obama made numerous promises on various issues, including healthcare, education, energy, and the economy. While it's difficult to quantify exactly how much progress has been made on each promise, it's clear that significant progress has been made on many fronts. For example, the Affordable Care Act (Obamacare) was passed in 2010, providing healthcare coverage to millions of Americans. The American Recovery and Reinvestment Act of 2009, also known as the stimulus package, helped to prevent a deeper economic downturn and create jobs. However, it's important to note that not all of Obama's promises have been fully realized, and some, like the closure of Guantanamo Bay, have faced significant challenges. Therefore, while the statement is mostly true, it would be more accurate to say that ""significant progress has been made on many of the promises made during the campaign, but not all have been fully realized in the first three years.""",D,transparency,>100000
TRUE,Barack Obama,Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.,10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/05/barack-obama/obama-says-romney-would-spend-2-trilllion-military/,mostly false,"Based on the given statement, source, and date, I would label it as ""mostly false."" While it is true that Mitt Romney had proposed increasing defense spending during his 2012 presidential campaign, Barack Obama's statement that the military hadn't asked for the additional $2 trillion is not entirely accurate. The military had indeed requested some increase in defense spending, but not to the extent proposed by Romney. Therefore, the statement contains an element of truth but ignores critical facts that would give a different impression.",D,war,>100000
mostly-true,Barack Obama,"""I've cut taxes for ... middle-class families, small businesses.""",9/06/2012,speech,https://www.politifact.com/factchecks/2012/sep/07/barack-obama/barack-obama-said-hes-cut-taxes-middle-class-famil/,mostly true,"Based on the given statement, I would label it as ""mostly true"" with the following explanation:

Barack Obama did indeed cut taxes for middle-class families and small businesses during his presidency. The American Recovery and Reinvestment Act of 2009, also known as the stimulus bill, included provisions for tax cuts for individuals and small businesses. The Making Work Pay tax credit, which provided up to $400 for individuals and $800 for married couples, was a significant part of this tax relief. Additionally, the Act provided tax incentives for small businesses to hire new employees and expand their businesses.

However, it is important to note that the statement could be more specific about which tax cuts Obama is referring to and when they were implemented. The statement does not mention any specific tax cuts or the timeframe in which they were enacted. Therefore, while the statement is mostly true, it could benefit from additional clarification.",D,economy,>100000
TRUE,Barack Obama,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,8/04/2012,campaign,https://www.politifact.com/factchecks/2012/aug/08/barack-obama/obama-slams-romney-on-contraception-and-planned-pa/,mostly true,"Based on the given statement, source, and date, I would label it as ""mostly true"" with the following explanation:

Mitt Romney has indeed expressed opposition to requiring employers to cover contraception under their health insurance plans, as part of the Affordable Care Act's contraceptive mandate. He also supported defunding Planned Parenthood during his 2012 presidential campaign. However, it's important to note that this is not a current stance, as Romney is no longer a presidential candidate and his views on these issues may have evolved since then. Additionally, while Romney did advocate for defunding Planned Parenthood, it's worth mentioning that the organization receives federal funding primarily for services other than abortion, such as STD testing and cancer screenings. Therefore, the statement is mostly true, but it could benefit from additional context and clarification.",D,health,>100000
FALSE,Barack Obama,"""The only time government employment has gone down during a recession has been under me.""",5/08/2012,speech,https://www.politifact.com/factchecks/2012/may/10/barack-obama/barack-obama-says-government-job-losses-his-watch-/,mostly false,"Based on the given statement, the label would be: mostly false.

Explanation:
Barack Obama's statement that ""The only time government employment has gone down during a recession has been under me"" is mostly false. While it is true that government employment decreased during Obama's presidency during the Great Recession, it is not the only time in history that government employment has declined during a recession. For example, during the 1981-1982 recession, government employment also decreased. Therefore, the statement is missing important context and is not entirely accurate.",D,economy,>100000
mostly-true,Barack Obama,"Romney ""would turn Medicare into a voucher program.""",10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/04/barack-obama/obama-says-romney-wants-turn-medicare-voucher-prog/,mostly true,"Based on the given statement, source, and date, the label would be: mostly true.

Explanation:
Barack Obama's statement that ""Romney ""would turn Medicare into a voucher program"" is mostly true. Mitt Romney had indeed proposed turning Medicare into a voucher-like system during his 2012 presidential campaign. Under Romney's plan, Medicare beneficiaries would have received a fixed amount of money to purchase health insurance coverage from private insurers. This is different from the traditional Medicare program, where the government pays for a wide range of healthcare services for beneficiaries.

However, it's important to note that Obama's statement could be considered mostly true with some clarification. While Romney did propose turning Medicare into a voucher-like system, it's worth noting that the specifics of his plan and its potential impact on beneficiaries were subject to debate and analysis. For example, some estimates suggested that Romney's plan could result in higher out-of-pocket costs for some Medicare beneficiaries, while others argued that it could lead to greater competition and innovation in the healthcare market.

Overall, Obama's statement that ""Romney ""would turn Medicare into a voucher program"" is mostly true, but it could benefit from some additional context and clarification.",D,health,>100000
mostly-true,Barack Obama,"""Californians consume 40 percent less energy per person than the national average""",6/29/2009,speech,https://www.politifact.com/factchecks/2009/jul/07/barack-obama/obama-says-californians-use-40-percent-less-energy/,mostly false,"Based on the given statement, source, and date, I would label it as mostly false. According to the U.S. Energy Information Administration (EIA), in 2009, Californians consumed 25.3% less energy per person than the national average. Therefore, the statement made by Barack Obama that ""Californians consume 40 percent less energy per person than the national average"" is not accurate. While it is true that Californians consume less energy per person than the national average, the statement contains a significant error in the percentage.",D,environment,>100000
half-true,Barack Obama,The accuracy of the Obama tax calculator,10/14/2008,campaign,https://www.politifact.com/factchecks/2008/dec/03/barack-obama/accurate-for-some-not-so-much-for-others/,error,"Regarding the statement ""The accuracy of the Obama tax calculator,"" it is important to note that this statement is not a fact, but rather an invitation to check the accuracy of a tax calculator. Therefore, it is not possible to label this statement as true, false, or any of the other labels based on the given criteria. Instead, we can evaluate the accuracy of the Obama tax calculator itself.

The Obama tax calculator was a tool created by the Obama for America campaign during the 2008 presidential election to help voters estimate their potential tax savings under Barack Obama's tax plan. The calculator was based on the tax proposals outlined in Obama's campaign platform and was intended to provide an estimate of how much a taxpayer might save under Obama's plan, based on their income and filing status.

There have been no credible reports of significant errors or inaccuracies in the Obama tax calculator. However, it is important to note that the calculator was designed to provide an estimate based on the tax proposals at the time, and that actual tax laws and regulations could differ once Obama was elected and implemented his tax plan. Additionally, the calculator did not take into account certain complex tax situations or deductions, and was intended to be a general guide rather than a definitive tool for determining individual tax liability.

Therefore, while the Obama tax calculator was generally accurate based on the information available at the time, it is important to note that it was not a definitive tool for determining individual tax liability, and that actual tax laws and regulations could differ once Obama was elected and implemented his tax plan.

Label: mostly true (with the understanding that the statement itself is not a fact, but rather an invitation to check the accuracy of the Obama tax calculator, and that the calculator was generally accurate based on the information available at the time, but with some limitations and caveats).",D,economy,>100000
TRUE,Barack Obama,"""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.""",3/12/2016,speech,https://www.politifact.com/factchecks/2016/apr/12/barack-obama/barack-obama-says-wind-power-cheaper-texas-power-d/,mostly true,"Based on the given statement, source, and date, I would label it as mostly true.

The cost of wind power in Texas has indeed been cheaper than coal-fired power in recent years. According to the Electric Reliability Council of Texas (ERCOT), the average hourly price of wind power was $27.50 in 2015, while the average hourly price of coal-fired power was $38.50. This trend has continued into 2016 and beyond.

However, it's important to note that the cost of natural gas, which is also a significant source of electricity in Texas, has also been decreasing and is currently cheaper than wind power in many cases. Therefore, while wind power may be cheaper than coal in Texas, it's not always the cheapest option overall.

So, while the statement is generally accurate, it could benefit from some clarification to avoid giving a misleading impression that wind power is always cheaper than all other sources of electricity in Texas.",D,environment,>100000
mostly-true,Barack Obama,"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",4/18/2008,campaign,https://www.politifact.com/factchecks/2008/may/08/barack-obama/more-uninsured-but-blame-skewed/,mostly false,"Based on the given statement, the label would be: mostly false.

Explanation:
The statement made by Barack Obama on 4/18/2008 that ""More people without health care since George Bush took office; more children in poverty since George Bush took office"" is mostly false. While it is true that during George W. Bush's presidency, the number of uninsured Americans increased and the number of children living in poverty also rose, it is important to note that these trends began before Bush took office and continued after he left.

According to the U.S. Census Bureau, the number of uninsured Americans had been increasing since the late 1990s and reached a peak in 2009, the year after Bush left office. Similarly, the number of children living in poverty had been increasing since the late 1990s and continued to rise after Bush left office.

Therefore, while it is true that the situation worsened during Bush's presidency, it is not accurate to say that more people became uninsured or more children lived in poverty solely due to Bush's policies. Other factors, such as the economy and demographic changes, also played a role.

Therefore, the statement is mostly false.",D,health,>100000
half-true,Barack Obama,"""Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.""",2/12/2013,speech,https://www.politifact.com/factchecks/2013/feb/14/barack-obama/obama-says-health-care-law-already-slowing-down-me/,mostly true,"Based on the given statement, source, and date, I would label it as ""mostly true"" with the following explanation:

Barack Obama's statement that the Affordable Care Act (ACA) is helping to slow the growth of Medicare's health care costs is mostly true, but it requires some clarification. According to various studies and reports, the ACA has contributed to a slowdown in the growth of Medicare spending. For instance, a report by the Congressional Budget Office (CBO) in 2012 found that the ACA would reduce Medicare spending by about $350 billion over ten years. Another report by the Centers for Medicare and Medicaid Services (CMS) in 2013 found that Medicare spending grew at a slower rate in 2012 compared to previous years, and the ACA was one of the factors contributing to this trend. However, it's important to note that the ACA's impact on Medicare spending is just one factor among many, and other factors such as demographic changes, technological advances, and economic conditions also play a role in Medicare spending trends. Therefore, while the statement is mostly true, it would be more accurate to say that the ACA is contributing to a slower growth in Medicare spending, rather than explicitly stating that it is ""helping to slow the growth"" without qualification.",D,health,>100000
mostly-false,Barbara Buono,"Says in March New Jersey was ""one of only eight states in the nation to lose jobs"" and ""the state with the highest loss of jobs in the nation.""",5/07/2012,news,https://www.politifact.com/factchecks/2012/may/13/barbara-buono/barbara-buono-blasts-chris-christies-new-jersey-co/,mostly false,"Based on the given statement, source, and date, I would label it as ""mostly false."" While it is true that New Jersey was one of the states to lose jobs in March 2012, according to the Bureau of Labor Statistics, it was not the state with the highest loss of jobs during that month. That distinction went to Michigan, which lost 22,000 jobs compared to New Jersey's loss of 12,000 jobs. Therefore, the statement made by Barbara Buono is partially accurate but omits important details, making it mostly false.",D,economy,1000-5000
FALSE,Ben Carson,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",8/06/2015,speech,https://www.politifact.com/factchecks/2015/aug/07/ben-carson/carson-says-usprotection-promises-led-ukraine-give/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false.

Ukraine was indeed a nuclear-armed state from 1991 to 1994, when it possessed the world's third-largest nuclear arsenal after the disintegration of the Soviet Union. However, Ben Carson's statement that Ukraine gave away their nuclear arms ""with the understanding that we would protect them"" is misleading. The protection was not explicitly promised by the United States, but rather implied through the Budapest Memorandum on Security Assurances, which was signed by the United States, Russia, and the United Kingdom in 1994. The memorandum pledged to respect Ukraine's sovereignty and territorial integrity in exchange for Ukraine giving up its nuclear weapons. The United States did provide some security assistance to Ukraine after the country gave up its nuclear arsenal, but it was not a formal protection pact. Therefore, the statement contains an element of truth but ignores critical facts that would give a different impression.",R,war,>100000
mostly-true,Bernie Sanders,"""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",12/05/2014,social_media,https://www.politifact.com/factchecks/2014/dec/05/bernie-sanders/bernie-sanders-says-us-was-1st-college-degrees-199/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false.

The statement that ""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place"" is mostly false because while it is true that the U.S. was leading in the percentage of college graduates among 25-34 year olds in 1990, it is not accurate to say that the U.S. is currently in 12th place. According to data from the Organisation for Economic Co-operation and Development (OECD), the U.S. ranked 11th in 2013 in terms of the percentage of 25-34 year olds with tertiary education (college or higher). This ranking is not significantly different from the one in 1990, and it is misleading to suggest that the U.S. has dropped to 12th place.

Therefore, the statement made by Bernie Sanders on 12/5/2014 is mostly false.",D,education,>100000
TRUE,Bernie Sanders,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",11/30/2010,speech,https://www.politifact.com/factchecks/2010/dec/10/bernie-sanders/bernie-sanders-viral-speech-says-top-1-percent-ear/,mostly true,"Based on the given statement, source, and date, I would label it as ""mostly true"" with the following explanation:

Bernie Sanders' statement that ""in 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income"" is generally accurate, as reported by the Congressional Research Service (CRS) in a 2008 report titled ""Income Inequality: Trends and Policy Issues."" According to the CRS report, the top 1 percent of income earners in the United States received 23.5 percent of all income in 2007.

However, Sanders' statement also includes the claim that ""which is more than the entire bottom 50 percent,"" which requires some clarification. The CRS report does not provide a clear figure for the percentage of income earned by the bottom 50 percent in 2007. However, according to the U.S. Census Bureau, the bottom 50 percent of income earners received approximately 12.3 percent of all income in 2006. While the exact figure for 2007 may be slightly different, it is clear that the top 1 percent earned a larger share of income than the bottom 50 percent.

Therefore, Sanders' statement is mostly true, but it would be more accurate if it included a clearer comparison of the income shares between the top 1 percent and the bottom 50 percent.",D,economy,>100000
mostly-true,Bernie Sanders,"Winning enough pledged delegates is ""not impossible.""",5/01/2016,news,https://www.politifact.com/factchecks/2016/may/02/bernie-sanders/sanders-its-not-impossible-get-enough-delegates-wi/,mostly true,"Based on the given statement, label, date, and source, I would label it as ""mostly true"" with the following explanation:

Bernie Sanders' statement that ""winning enough pledged delegates is not impossible"" is mostly true, but it requires some clarification. At the time of Sanders' statement on May 1, 2016, he was trailing Hillary Clinton in the delegate count, but it was still mathematically possible for him to win enough pledged delegates to secure the Democratic nomination. However, it would have required a significant shift in the momentum of the race, which ultimately did not occur. Therefore, while it was technically possible for Sanders to win enough pledged delegates, the odds were strongly against him.",D,transparency,>100000
mostly-true,Bernie Sanders,"""When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said let's raise it to $12.""",4/15/2016,speech,https://www.politifact.com/factchecks/2016/apr/15/bernie-sanders/does-hillary-clinton-want-15-or-12-minimum-wage/,mostly true,"Based on the given statement, label it accordingly.

This statement is mostly true. When Bernie Sanders first announced his presidential campaign in April 2015, he did call for raising the federal minimum wage to $15 an hour. Hillary Clinton, on the other hand, initially supported raising it to $12 an hour. However, it's important to note that Sanders' call for a $15 minimum wage was not a new position; he had been advocating for it for years. Clinton later changed her position and also endorsed a $15 minimum wage in the summer of 2015. So, Sanders' statement is mostly true, but it could benefit from some additional context to clarify that both candidates eventually supported the same wage level.",D,economy,>100000
FALSE,Bernie Sanders,"""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.""",9/25/2013,news,https://www.politifact.com/factchecks/2013/oct/02/bernie-sanders/sen-bernie-sanders-says-texas-republicans-want-abo/,mostly false,"Based on the given statement, source, and date, I would label it as ""mostly false."" While it is true that some Texas Republicans have expressed support for privatizing or reforming Social Security and VA healthcare, it is a significant oversimplification to say that they ""believe in abolishing"" these programs entirely. Sanders' statement ignores the nuances and complexities of the Republican positions on these issues.",D,health,>100000
