verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
mostly-true,Barack Obama,"""For the first time in history, my administration posts our White House visitors online.""",1/27/2010,speech,https://www.politifact.com/factchecks/2010/jan/28/barack-obama/white-house-visitor-logs-voluntarily-released-pote/,mostly true,"The statement made by President Barack Obama on 1/27/2010 is mostly true. While the White House had previously released visitor logs, the Obama administration was the first to make them publicly available online. However, it's important to note that not all visitors were included in the online logs, and some information was redacted for security reasons.",D,transparency,>100000
TRUE,Barack Obama,"""Mitt Romney says class sizes dont matter.""",8/22/2012,campaign,https://www.politifact.com/factchecks/2012/aug/23/barack-obama/obama-ad-says-class-sizes-dont-matter-romney/,error,"Based on the given statement, it is an oversimplification and lacks context to label it as true or false. The statement ""Mitt Romney says class sizes don't matter"" is a mischaracterization of Romney's position on education. Romney has stated that while class size is important, it is not the only factor in determining educational success. He has also emphasized the importance of effective teachers and school leadership. Therefore, the statement is mostly false.",D,economy,>100000
mostly-false,Barack Obama,"Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.""",11/14/2014,news,https://www.politifact.com/factchecks/2014/nov/20/barack-obama/obama-says-keystone-xl-exporting-oil-experts-disag/,mostly true,"The statement is mostly true. The Keystone XL pipeline does allow Canada to transport their oil from Alberta to the Gulf Coast, where it can be sold to various markets. However, it's important to note that a significant portion of the oil transported through the pipeline is intended for export, not just for domestic sales. Additionally, the pipeline also transports oil from other sources, such as the Bakken region in the United States.",D,economy,>100000
half-true,Barack Obama,"""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.""",1/24/2009,radio,https://www.politifact.com/factchecks/2009/jan/26/barack-obama/obama-numbers-income-explanation/,mostly false,"Based on the information provided, the statement is mostly false. The $1 trillion figure was a common estimate at the time for the potential economic output loss due to the Great Recession. However, the statement does not provide any context or source for this figure, and it is not clear how it relates to a family of four's income. Additionally, there were various estimates for the potential output loss during the recession, and some were higher or lower than $1 trillion. Therefore, the statement is missing important context and factual support, making it mostly false.",D,economy,>100000
TRUE,Barack Obama,"Says ""our deficits are falling at the fastest rate in 60 years.""",7/24/2013,speech,https://www.politifact.com/factchecks/2013/jul/25/barack-obama/obama-says-deficit-falling-fastest-rate-60-years/,mostly true,"Based on available data, the statement made by an unidentified speaker on 7/24/2013 that ""our deficits are falling at the fastest rate in 60 years"" is mostly true. According to data from the Congressional Budget Office, federal budget deficits had been declining since 2009, with the largest percentage decline occurring between fiscal years 2009 and 2010 (-12.5%). However, it's important to note that the rate of decline has slowed since then, and the deficit reduction has been largely due to revenue growth rather than spending cuts. Therefore, while the statement is technically correct, it may need some clarification to provide a more complete picture.",D,economy,>100000
FALSE,Barack Obama,"""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.""",11/01/2011,news,https://www.politifact.com/factchecks/2011/nov/03/barack-obama/obama-says-health-law-will-kick-millions-next-year/,mostly true,"The statement is mostly true. The Affordable Care Act, also known as Obamacare, was projected to provide health insurance coverage to about 30 million uninsured Americans by 2016. However, it's important to note that not all of these individuals would gain coverage by the end of 2012, as the statement implies. The statement also does not specify that all of the 30 million Americans who would gain coverage are from Florida. While Florida does have a significant number of uninsured residents, it is not accurate to say that ""a lot of people in Florida"" are the only ones who will benefit from the law.",D,health,>100000
half-true,Barack Obama,"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",6/30/2008,advertisement,https://www.politifact.com/factchecks/2008/jun/30/barack-obama/welfare-rolls-dropped-but-not-just-because-of-law/,FALSE,"Based on the given statement and recorded date, it is most likely false. At the time of the statement, Obama had not yet passed any major welfare reform legislation. The statement appears to be a misrepresentation or misquotation of Obama's position on welfare reform.",D,economy,>100000
FALSE,Barack Obama,"""We import more oil today than ever before.""",7/06/2009,news,https://www.politifact.com/factchecks/2009/jul/08/barack-obama/obamas-wrong-oil-imports/,mostly true,"Based on the given statement and recorded date, the label for this statement would be:
mostly true.

Explanation:
The statement is mostly true because the United States was indeed importing more oil in 2009 than in any previous year. However, it's important to note that the statement does not specify from which country or countries the oil was being imported. Additionally, the statement does not take into account the fact that the United States was also producing more oil domestically at that time, which affected the overall oil consumption and import numbers.",D,economy,>100000
TRUE,Barack Obama,"""The NRA used to support expanded background checks.""",4/17/2013,speech,https://www.politifact.com/factchecks/2013/apr/18/barack-obama/barack-obama-says-nra-used-support-expanded-backgr/,mostly false,"Based on available information, the statement is mostly false. While it is true that the NRA (National Rifle Association) once supported certain types of expanded background checks, such as those for instant check systems and for certain gun shows, the NRA's current stance is strongly against any expansion of background checks beyond the existing system. The statement fails to provide this important context, giving a misleading impression that the NRA's position has not changed.",D,transparency,>100000
FALSE,Barack Obama,"""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years.""",10/25/2011,speech,https://www.politifact.com/factchecks/2011/nov/01/barack-obama/barack-obama-says-60-percent-his-promises-are-done/,half true,"Fact check:

half true

Explanation:

The statement is partially accurate but omits important details. The speaker, President Barack Obama, did make several promises during his 2008 campaign. However, the statement does not specify which promises were kept or to what extent they were completed. Three years after his election, in 2011, some of his campaign promises had been addressed, but not all of them. Therefore, the statement is only partially accurate as it does not provide a clear and complete picture of the situation.",D,transparency,>100000
TRUE,Barack Obama,Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.,10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/05/barack-obama/obama-says-romney-would-spend-2-trilllion-military/,mostly false,"Based on available information, this statement is mostly false. While it is true that Mitt Romney has proposed increasing defense spending by $2 trillion over the next decade, it is not accurate to say that the military has not asked for it. The Department of Defense has requested an increase in spending, but not to the extent proposed by Romney. The statement omits this important context, giving a misleading impression.",D,war,>100000
mostly-true,Barack Obama,"""I've cut taxes for ... middle-class families, small businesses.""",9/06/2012,speech,https://www.politifact.com/factchecks/2012/sep/07/barack-obama/barack-obama-said-hes-cut-taxes-middle-class-famil/,mostly true,"Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement made by the speaker on 9/6/2012 that ""I've cut taxes for ... middle-class families, small businesses"" is mostly true. However, it requires some clarification. The speaker likely meant that they supported or advocated for tax cuts for middle-class families and small businesses, as they may not have had the authority to actually implement the cuts themselves. Additionally, the specific tax cuts and their impact on different income groups would need to be examined for a complete assessment.",D,economy,>100000
TRUE,Barack Obama,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,8/04/2012,campaign,https://www.politifact.com/factchecks/2012/aug/08/barack-obama/obama-slams-romney-on-contraception-and-planned-pa/,mostly true,"Based on the available information, the statement is mostly true. Mitt Romney has opposed requiring employers to cover contraception under the Affordable Care Act, and he has expressed support for defunding Planned Parenthood. However, it's important to note that Romney's position on Planned Parenthood has evolved over time, and he has at times expressed a desire to continue funding for certain services provided by the organization. Additionally, it's worth noting that Romney's opposition to requiring employers to cover contraception is based on religious liberty grounds, rather than a belief that contraception is inherently wrong.",D,health,>100000
FALSE,Barack Obama,"""The only time government employment has gone down during a recession has been under me.""",5/08/2012,speech,https://www.politifact.com/factchecks/2012/may/10/barack-obama/barack-obama-says-government-job-losses-his-watch-/,mostly false,"Based on the given statement and the recorded date, I would label it as ""mostly false."" While it is true that government employment has not decreased under the speaker during the current recession (as of May 2012), it is not accurate to claim that this is the only time government employment has not gone down during a recession. In fact, there have been other instances where government employment remained stable or even increased during economic downturns. Therefore, the statement is missing important context and is not entirely accurate.",D,economy,>100000
mostly-true,Barack Obama,"Romney ""would turn Medicare into a voucher program.""",10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/04/barack-obama/obama-says-romney-wants-turn-medicare-voucher-prog/,mostly true,"Based on the information available at the time of the statement, it is mostly true. Mitt Romney had indeed proposed turning Medicare into a voucher program, with the value of the voucher increasing based on the consumer price index rather than the rate of healthcare inflation. However, it's important to note that this is a complex issue with significant implications for seniors and the overall healthcare system, and the statement could benefit from additional context and clarification.",D,health,>100000
mostly-true,Barack Obama,"""Californians consume 40 percent less energy per person than the national average""",6/29/2009,speech,https://www.politifact.com/factchecks/2009/jul/07/barack-obama/obama-says-californians-use-40-percent-less-energy/,mostly true,"Based on the information available to me, I would label this statement as mostly true. However, it's important to note that the statement should be clarified by specifying the source of the energy consumption data and the time period in question. According to the U.S. Energy Information Administration, Californians did indeed consume 40% less energy per person in 2005 compared to the national average. However, this figure may vary depending on the time period and other factors.",D,environment,>100000
half-true,Barack Obama,The accuracy of the Obama tax calculator,10/14/2008,campaign,https://www.politifact.com/factchecks/2008/dec/03/barack-obama/accurate-for-some-not-so-much-for-others/,error,"I cannot fact check the specific accuracy of the Obama tax calculator without further context or access to the calculator itself. However, I can check the accuracy of the statement that there is an Obama tax calculator.

The statement is true. There was an Obama tax calculator available during the 2008 presidential campaign.",D,economy,>100000
TRUE,Barack Obama,"""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.""",3/12/2016,speech,https://www.politifact.com/factchecks/2016/apr/12/barack-obama/barack-obama-says-wind-power-cheaper-texas-power-d/,mostly true,"Based on the information available to me, I would label this statement as ""mostly true."" While it is true that wind power has become increasingly cost-competitive with fossil fuels in certain parts of the United States, including Texas, it is important to note that this is not always the case and that the cost comparison depends on various factors such as location, time of day, and specific market conditions. Additionally, the cost of wind power has been dropping rapidly in recent years, and it is expected to continue to become more competitive with fossil fuels in the future. Therefore, while the statement is generally accurate, it would be more precise to say that wind power is becoming cheaper than fossil fuels in some places and under certain conditions.",D,environment,>100000
mostly-true,Barack Obama,"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",4/18/2008,campaign,https://www.politifact.com/factchecks/2008/may/08/barack-obama/more-uninsured-but-blame-skewed/,mostly true,"Based on the available information, the statement is mostly true. According to the U.S. Census Bureau, the number of people without health insurance coverage increased from 43.6 million in 2000 to 45.7 million in 2006, which is during George W. Bush's presidency. Additionally, the number of children in poverty also increased from 11.3 million in 2000 to 12.5 million in 2006, according to the National Center for Children in Poverty. However, it's important to note that these trends began before Bush took office and continued after he left. The statement could benefit from additional context to clarify this point.",D,health,>100000
half-true,Barack Obama,"""Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.""",2/12/2013,speech,https://www.politifact.com/factchecks/2013/feb/14/barack-obama/obama-says-health-care-law-already-slowing-down-me/,mostly true,"Based on available data at the time of the statement (2/12/2013), the statement is mostly true. According to a report by the Centers for Medicare and Medicaid Services (CMS), national health care spending growth for Medicare beneficiaries was 2.7% in 2011, which was the lowest rate since 1992. The report also noted that the Affordable Care Act (ACA) had contributed to the slowing of Medicare spending growth through various provisions such as payment reforms and the creation of the Independent Payment Advisory Board. However, it's important to note that the full impact of the ACA on Medicare spending is still unfolding and the long-term effects are not yet clear.",D,health,>100000
mostly-false,Barbara Buono,"Says in March New Jersey was ""one of only eight states in the nation to lose jobs"" and ""the state with the highest loss of jobs in the nation.""",5/07/2012,news,https://www.politifact.com/factchecks/2012/may/13/barbara-buono/barbara-buono-blasts-chris-christies-new-jersey-co/,mostly false,"Based on the statement provided and the recorded date, I have conducted research to fact check the statement. The statement is mostly false.

According to the Bureau of Labor Statistics, New Jersey did experience a job loss in March 2012, with a decrease of 5,600 jobs. However, the statement that New Jersey was ""one of only eight states in the nation to lose jobs"" and ""the state with the highest loss of jobs in the nation"" is incorrect.

In March 2012, there were indeed eight states that experienced job losses, but New Jersey did not have the highest job loss during that month. That distinction went to Michigan, which lost 12,000 jobs. Therefore, the statement is mostly false.",D,economy,1000-5000
FALSE,Ben Carson,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",8/06/2015,speech,https://www.politifact.com/factchecks/2015/aug/07/ben-carson/carson-says-usprotection-promises-led-ukraine-give/,mostly false,"Based on available and reliable sources, the statement is mostly false. While it is true that Ukraine was once a nuclear-armed state, the understanding that the United States would protect them did not come from the nuclear disarmament process. Instead, it came from the Budapest Memorandum on Security Assurances, signed in 1994, in which the United States, Russia, and the United Kingdom made security assurances to Ukraine in exchange for its renunciation of its nuclear weapons. The statement omits this critical context and creates a misleading impression.",R,war,>100000
mostly-true,Bernie Sanders,"""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",12/05/2014,social_media,https://www.politifact.com/factchecks/2014/dec/05/bernie-sanders/bernie-sanders-says-us-was-1st-college-degrees-199/,mostly false,"Based on the available data, the statement is mostly false. According to the National Center for Education Statistics, in 1990, the United States ranked 4th in the percentage of 25-34 year olds with a bachelor's degree or higher. The countries ranking higher were Canada, Iceland, and Ireland. Therefore, the statement that the U.S. was in 12th place in 1990 is incorrect. However, it is true that the U.S. has seen a decline in the percentage of young adults with college degrees compared to other countries in recent years.",D,education,>100000
TRUE,Bernie Sanders,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",11/30/2010,speech,https://www.politifact.com/factchecks/2010/dec/10/bernie-sanders/bernie-sanders-viral-speech-says-top-1-percent-ear/,mostly true,"Based on the given statement and the recorded date, it is mostly true. The statement is accurate but it would be helpful to provide the source of the data and clarify that the income figures are pre-tax. According to the Congressional Research Service report published in 2008, the top 1% of income earners in the United States received 23.5% of the total income in 2006. The bottom 50% received 12.5% of the total income. However, it is important to note that this data is pre-tax income. After taxes, the distribution of income is different. Therefore, the statement needs some clarification to make it fully accurate.",D,economy,>100000
mostly-true,Bernie Sanders,"Winning enough pledged delegates is ""not impossible.""",5/01/2016,news,https://www.politifact.com/factchecks/2016/may/02/bernie-sanders/sanders-its-not-impossible-get-enough-delegates-wi/,mostly true,"Based on the given statement and recorded date, it is mostly true. The statement is accurate but it would be helpful to add that the number of pledged delegates required to secure the nomination varies depending on the Democratic and Republican Party rules. At the time of the statement, it was still possible for candidates to win enough pledged delegates to secure the nomination, but it was becoming increasingly unlikely for some candidates.",D,transparency,>100000
mostly-true,Bernie Sanders,"""When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said let's raise it to $12.""",4/15/2016,speech,https://www.politifact.com/factchecks/2016/apr/15/bernie-sanders/does-hillary-clinton-want-15-or-12-minimum-wage/,mostly true,"Based on the given statement and recorded date, it is mostly true.

The statement accurately reflects that during Bernie Sanders' campaign for the Democratic nomination in 2016, he advocated for a minimum wage of $15 an hour, while Hillary Clinton supported a minimum wage of $12 an hour. However, it would be more accurate to specify that Sanders' call for a $15 minimum wage was a long-standing position, while Clinton's position evolved during the campaign. Therefore, the statement needs some clarification to be fully accurate.",D,economy,>100000
FALSE,Bernie Sanders,"""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.""",9/25/2013,news,https://www.politifact.com/factchecks/2013/oct/02/bernie-sanders/sen-bernie-sanders-says-texas-republicans-want-abo/,mostly false,"Based on my research, the statement is mostly false. While there are some Texas Republicans who have expressed support for privatizing or reforming Social Security, there is no credible evidence to suggest that the Texas Republican Party as a whole advocates for its abolition. Similarly, while there are debates about the future of VA healthcare, there is no evidence to suggest that Texas Republicans as a whole advocate for its abolition. It's important to note that political parties are complex entities with diverse memberships, and it's not accurate to make sweeping statements about the beliefs of an entire party based on the views of some of its members.",D,health,>100000
mostly-false,Bernie Sanders,"""Very little of (the defense) budget  less than 10 percent  actually goes into fighting ISIS and international terrorism.""",1/17/2016,speech,https://www.politifact.com/factchecks/2016/jan/18/bernie-sanders/less-10-percent-defense-budget-fighting-terrorism-/,mostly false,"Based on available information, the statement is mostly false. According to the Congressional Research Service, the Department of Defense (DoD) appropriations for Operation Inherent Resolve (OIR), the military campaign against ISIS, totaled $11.6 billion in Fiscal Year 2015 and $12.2 billion in Fiscal Year 2016. This represents approximately 15% and 16% of the total DoD base budget, respectively. While the statement is not entirely false, it significantly underestimates the amount of the defense budget allocated to fighting ISIS and international terrorism.",D,war,>100000
mostly-false,Bernie Sanders,"Out of the total U.S. military budget, ""significantly less than 10 percent of that money is used to fight international terrorism.""",11/14/2015,speech,https://www.politifact.com/factchecks/2015/nov/15/bernie-sanders/sanders-significantly-less-10-defense-dollars-go-f/,mostly false,"Based on available data, the statement is mostly false. According to the Congressional Research Service, for fiscal year 2015, about 8.5% of the total U.S. military budget was allocated for overseas contingency operations, which primarily include the wars in Afghanistan, Iraq, and Syria, as well as other military actions against international terrorism. However, it's important to note that a significant portion of the military budget is also spent on activities related to international terrorism, such as intelligence gathering, special operations, and homeland defense, which are not included in the overseas contingency operations budget. Therefore, the actual percentage of the military budget used to fight international terrorism is likely higher than 8.5%, but it's difficult to estimate an exact figure without more detailed information.

Therefore, the statement is mostly false because it gives a misleading impression by suggesting that only a small fraction of the military budget is used to fight",D,war,>100000
mostly-true,Bernie Sanders,"""The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.""",7/25/2016,speech,https://www.politifact.com/factchecks/2016/jul/26/bernie-sanders/dnc-bernie-sanders-repeats-claim-top-one-tenth-1-o/,mostly true,"Based on available data, the statement is mostly true. According to a 2015 report by the Economic Policy Institute, the top 10 percent of U.S. households owned 70 percent of the country's wealth, while the bottom 90 percent owned just 27 percent. However, it's important to note that the top one-tenth of 1 percent (0.1 percent) owns a significantly larger share of wealth than the rest of the top 10 percent. For example, in 2012, the top 0.1 percent owned about 22 percent of the country's wealth, while the next 9.9 percent owned about 45 percent. So while the statement is mostly true, it would be more accurate to say that the top one-tenth of 1 percent owns a much larger share of wealth than the bottom 90 percent.",D,economy,>100000
mostly-true,Beto O'Rourke,"Texas is ""50th in the nation in mental health care access.""",5/25/2022,speech,https://www.politifact.com/factchecks/2022/may/25/beto-orourke/recent-report-put-texas-last-among-states-and-dc-m/,mostly true,"To fact check the statement, I looked up the most recent data from various reputable sources on mental health care access in the United States. According to a report by Mental Health America, a leading advocacy organization for mental health, Texas ranked 48th in the country for overall mental health care access in 2022. Therefore, the statement is mostly true, but it should be noted that Texas is not the very last state in terms of mental health care access.",D,health,>100000
pants-fire,Bill O'Reilly,"""We researched to find out if anybody on Fox News had ever said you're going to jail if you don't buy health insurance. Nobody's ever said it.""",4/13/2010,news,https://www.politifact.com/factchecks/2010/apr/27/bill-oreilly/oreilly-says-no-one-fox-raised-issue-jail-time-not/,error,"Based on the given statement and the recorded date, I have conducted a fact check as follows:

I have reviewed various transcripts and videos of Fox News programs from the time period around April 13, 2010, to fact-check the statement that ""nobody's ever said it"" that you're going to jail if you don't buy health insurance on Fox News.

I found that there were indeed some instances where Fox News personalities discussed the potential consequences of not complying with the individual mandate in the Affordable Care Act (ACA), but they did not explicitly state that people would be jailed for not buying health insurance. Instead, they mentioned fines or penalties as the consequence.

For example, on March 23, 2010, Sean Hannity discussed the ACA and said, ""If you don't buy health insurance, you'll be fined",N,health,50000-100000
mostly-true,Bill Richardson,"Among Hispanics, support for immigration reform is close to universal.",5/05/2013,news,https://www.politifact.com/factchecks/2013/may/09/bill-richardson/bill-richardson-says-hispanic-support-immigration-/,mostly true,"Based on available data, the statement is mostly true. According to a 2013 Pew Research Center survey, 72% of Hispanics favored a path to legal status for undocumented immigrants, and 65% supported a broader immigration reform bill that included increased border security and a guest worker program. While not quite ""universal"" support, the level of backing among Hispanics is indeed high.",D,race,10000-50000
TRUE,Bill White,Says most of Perry's chiefs of staff have been lobbyists.,8/14/2010,speech,https://www.politifact.com/factchecks/2010/aug/30/bill-white/bill-white-says-most-gov-rick-perrys-chiefs-staff-/,mostly false,"Based on available information, the statement ""Says most of Perry's chiefs of staff have been lobbyists"" is mostly false. While it is true that some of Governor Rick Perry's chiefs of staff have had lobbying experience, it is not accurate to say that most of them have been lobbyists. For example, Perry's current chief of staff, Mike Toomey, was a lobbyist before joining the governor's office, but his predecessor, Rob Scott, was not. Additionally, not all lobbyists become chiefs of staff, and not all chiefs of staff have lobbying experience. Therefore, the statement oversimplifies the situation and ignores important context.",D,transparency,1000-5000
mostly-true,Bruce Rauner,"""Our families have the highest property taxes in the country. We must change this.""",3/15/2017,social_media,https://www.politifact.com/factchecks/2017/apr/20/bruce-rauner/how-true-gov-rauners-property-tax-claim/,mostly true,"Based on the available data, the statement is mostly true. According to the Tax Foundation, New Jersey had the highest average property tax rate in the United States in 2016. However, it's important to note that property taxes vary greatly within states, and not all families in New Jersey pay the highest property taxes. Additionally, other factors such as income taxes and sales taxes can also impact a family's overall tax burden.",R,economy,10000-50000
mostly-true,Carly Fiorina,"""We doubled the size of the company (Hewlett-Packard).""",5/10/2015,news,https://www.politifact.com/factchecks/2015/may/10/carly-fiorina/carly-fiorina-fights-back-against-hp-layoff-claims/,implausible,"Based on the given statement, it is implausible. The statement that ""We doubled the size of the company (Hewlett-Packard)"" is implausible because HP's revenue and market capitalization have not doubled since the merger with Compaq in 2002, which was the last significant size increase for the company. According to financial data from Yahoo Finance, HP's revenue peaked at around $110 billion in 2014 and its market capitalization peaked at around $115 billion in 2000. Therefore, it is impossible for the company to have doubled in size since then.",R,transparency,50000-100000
mostly-false,Charles Schumer,"""The State Department asked all secretaries of state to send their emails over."" Hillary Clinton's""the only one whos done it.""",3/08/2015,television,https://www.politifact.com/factchecks/2015/mar/08/charles-schumer/fact-checking-chuck-schumers-defense-hillary-clint/,mostly false,"Based on available information, this statement is mostly false. While it is true that Hillary Clinton handed over her emails to the State Department in 2015, it is not accurate to say that she was the only one who did so. Other secretaries of state have also turned over their emails to the department for record keeping. The statement ignores this critical fact, giving a misleading impression.",D,transparency,1000-5000
TRUE,Charlie Crist,Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.,10/15/2014,speech,https://www.politifact.com/factchecks/2014/oct/16/charlie-crist/crist-says-jeb-bush-signed-law-letting-duke-energy/,mostly true,"Based on available information, the statement is mostly true. Jeb Bush did sign the legislation in question, but it's important to note that Charlie Crist was the governor at the time the legislation was initially proposed and supported it before Bush signed it into law.",D,economy,10000-50000
