verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
mostly-true,Barack Obama,"""For the first time in history, my administration posts our White House visitors online.""",1/27/2010,speech,https://www.politifact.com/factchecks/2010/jan/28/barack-obama/white-house-visitor-logs-voluntarily-released-pote/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false. While it is true that the Obama administration did begin posting White House visitor logs online, this was not the first time in history that such logs had been made publicly available. In fact, logs from the Clinton and George W. Bush administrations had been released in response to Freedom of Information Act requests. Therefore, while the Obama administration's action was significant in terms of transparency, it was not the first time in history that White House visitor logs had been made public.",D,transparency,>100000
TRUE,Barack Obama,"""Mitt Romney says class sizes dont matter.""",8/22/2012,campaign,https://www.politifact.com/factchecks/2012/aug/23/barack-obama/obama-ad-says-class-sizes-dont-matter-romney/,error,"Based on the given statement, source, and recorded date, I cannot determine the accuracy of the statement without additional context. The statement is incomplete and does not provide enough information to label it as true, mostly true, half true, mostly false, false, or implausible.

To fact check the statement, I would need to know the specific context in which Mitt Romney made the comment about class sizes not mattering and what he meant by that statement. Additionally, I would need to review the full context of Barack Obama's statement to determine if he accurately represented Mitt Romney's position on class sizes.

Therefore, I cannot label this statement with any of the given criteria based on the information provided.",D,economy,>100000
mostly-false,Barack Obama,"Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.""",11/14/2014,news,https://www.politifact.com/factchecks/2014/nov/20/barack-obama/obama-says-keystone-xl-exporting-oil-experts-disag/,mostly true,"Based on the given statement from Barack Obama on 11/14/2014, the statement is mostly true. The Keystone XL pipeline does indeed allow Canada to transport their oil from Alberta to the Gulf Coast, where it can be sold to various markets, including those outside of North America. However, it's important to note that the pipeline also serves the domestic market, as a significant portion of the oil transported through it is intended for consumption in the United States.",D,economy,>100000
half-true,Barack Obama,"""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.""",1/24/2009,radio,https://www.politifact.com/factchecks/2009/jan/26/barack-obama/obama-numbers-income-explanation/,mostly true,"Based on the given statement, source, and recorded date, I would label it as mostly true with the following explanation:

Barack Obama's statement that ""Our economy could fall $1 trillion short of its full capacity"" is an estimate of the potential economic output loss during the Great Recession. This statement is generally accepted by economists and was a common narrative during the time. However, it lacks specificity regarding the timeframe and the cause of the output loss.

The statement ""which translates into more than $12,000 in lost income for a family of four"" is an assumption based on an average household income during that time. According to the U.S. Census Bureau, the median household income in 2008 was around $52,000. A $1 trillion loss in economic output would translate to a loss of around $20,000 per household. However, it's important to note that this is an average and the actual impact on individual households would vary.

Therefore, the statement is mostly true, but it lacks specificity regarding the timeframe and the cause of the output loss, and the income loss estimate for a family of four is an assumption based on average household income during that time.",D,economy,>100000
TRUE,Barack Obama,"Says ""our deficits are falling at the fastest rate in 60 years.""",7/24/2013,speech,https://www.politifact.com/factchecks/2013/jul/25/barack-obama/obama-says-deficit-falling-fastest-rate-60-years/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama made this statement during a press conference on July 24, 2013, while discussing the federal budget deficit. According to the U.S. Department of the Treasury, the federal budget deficit had indeed fallen significantly in the previous year, from $1.1 trillion in 2012 to $680 billion in 2013, marking the largest one-year percentage decline since 1947. However, it's important to note that the statement could be more specific by mentioning the percentage decline or the specific years for better context and clarity.

Therefore, while the statement is generally accurate, it could benefit from additional context and specificity to make it more complete and clear.",D,economy,>100000
FALSE,Barack Obama,"""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.""",11/01/2011,news,https://www.politifact.com/factchecks/2011/nov/03/barack-obama/obama-says-health-law-will-kick-millions-next-year/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama's statement that ""thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law"" is mostly true, but it requires some clarification. The Affordable Care Act (ACA), also known as Obamacare, was enacted in March 2010, and the individual mandate to purchase health insurance took effect on January 1, 2014. Therefore, when Obama made this statement in November 2011, he was referring to the coverage expansion that would take place in 2014.

According to the Congressional Budget Office (CBO), the ACA was projected to reduce the number of uninsured Americans by 30 million by 2016. However, it's important to note that not all of these people would gain coverage in 2014, as some would become insured through employer-sponsored plans or Medicaid expansion before then.

In Florida, the CBO projected that the number of uninsured residents would decrease by about 1.5 million by 2016, which is a significant portion of the 30 million nationwide reduction.

Therefore, while Obama's statement is mostly true, it could be more accurately stated as ""thirty million Americans are expected to gain health insurance coverage by 2016 due to the Affordable Care Act, with a significant number of those individuals residing in Florida.""",D,health,>100000
half-true,Barack Obama,"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",6/30/2008,advertisement,https://www.politifact.com/factchecks/2008/jun/30/barack-obama/welfare-rolls-dropped-but-not-just-because-of-law/,error,"Based on the given statement, source, and recorded date, I cannot determine the accuracy of the statement without additional context. The statement is from Barack Obama, but the specific bill and context in which he made this statement are not provided. Therefore, I cannot label this statement as true, mostly true, half true, mostly false, false, or implausible without further information.",D,economy,>100000
FALSE,Barack Obama,"""We import more oil today than ever before.""",7/06/2009,news,https://www.politifact.com/factchecks/2009/jul/08/barack-obama/obamas-wrong-oil-imports/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama's statement ""We import more oil today than ever before"" is mostly true, but it requires some clarification. According to the U.S. Energy Information Administration (EIA), the United States did indeed import more crude oil in 2009 than in any previous year on record. However, it's important to note that this trend has been driven primarily by increased imports from Canada, which is not typically considered an ""oil importing country"" in the same way that countries like Saudi Arabia, Russia, or Mexico are. Additionally, the United States has also been producing more oil domestically in recent years, which has helped to mitigate the overall increase in oil imports. Therefore, while it is true that the United States imported more oil in 2009 than ever before, it's important to recognize that this trend is driven in part by increased production from domestic sources and from neighboring Canada.",D,economy,>100000
TRUE,Barack Obama,"""The NRA used to support expanded background checks.""",4/17/2013,speech,https://www.politifact.com/factchecks/2013/apr/18/barack-obama/barack-obama-says-nra-used-support-expanded-backgr/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false. While it is true that the NRA did support certain background check measures in the past, Barack Obama's statement is misleading because it implies that the NRA once fully supported expanded background checks, which is not the case. The NRA has consistently opposed certain provisions of expanded background checks, such as those requiring background checks for private sales and transfers between family members. Therefore, the statement needs clarification to accurately reflect the nuances of the NRA's past positions on background checks.",D,transparency,>100000
FALSE,Barack Obama,"""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years.""",10/25/2011,speech,https://www.politifact.com/factchecks/2011/nov/01/barack-obama/barack-obama-says-60-percent-his-promises-are-done/,mostly true,"Based on the given statement from Barack Obama on 10/25/2011, I would label it as ""mostly true"" with the following explanation:

Barack Obama did make several promises during his 2008 campaign. However, the statement ""We've got about 60 percent done in three years"" is not a definitive statement about which specific promises he is referring to. It is also important to note that the assessment of ""60 percent done"" is subjective and could vary depending on the perspective of the evaluator. Therefore, while the statement is generally accurate, it requires some clarification or additional information to be fully understood.",D,transparency,>100000
TRUE,Barack Obama,Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.,10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/05/barack-obama/obama-says-romney-would-spend-2-trilllion-military/,mostly false,"Based on the given statement from Barack Obama on 10/3/2012, I would label it as ""mostly false."" While it is true that Mitt Romney has proposed increasing the defense budget by $2 trillion over the next decade, it is important to note that this proposal comes from Romney's campaign and has not been officially requested by the military. Therefore, while there is an element of truth to the statement, it ignores the critical fact that the military has not explicitly asked for this increase.",D,war,>100000
mostly-true,Barack Obama,"""I've cut taxes for ... middle-class families, small businesses.""",9/06/2012,speech,https://www.politifact.com/factchecks/2012/sep/07/barack-obama/barack-obama-said-hes-cut-taxes-middle-class-famil/,mostly true,"Based on the given statement from Barack Obama on 9/6/2012, I would label it as ""mostly true"" with the following explanation:

Barack Obama did indeed sign into law several tax cuts that benefited middle-class families and small businesses. For instance, the American Recovery and Reinvestment Act of 2009 (ARRA) included the Making Work Pay tax credit, which provided a tax cut of up to $400 for individuals and up to $800 for married couples. Additionally, the Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010 extended several tax cuts, including those for individuals earning less than $200,000 and married couples earning less than $250,000.

However, it's important to note that Obama also supported and signed into law tax increases, particularly for high-income earners. For example, the same Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010 also included the reinstatement of the estate tax at a rate of 35% and a $5 million exemption. Additionally, the Affordable Care Act, also known as Obamacare, included several tax increases, primarily affecting high-income earners.

Therefore, while Obama did cut taxes for middle-class families and small businesses, it's important to acknowledge that he also signed into law tax increases, particularly for high-income earners. The statement could benefit from additional clarification to provide a more complete picture.",D,economy,>100000
TRUE,Barack Obama,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,8/04/2012,campaign,https://www.politifact.com/factchecks/2012/aug/08/barack-obama/obama-slams-romney-on-contraception-and-planned-pa/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama made the statement during a campaign event on August 4, 2012, regarding Mitt Romney's stance on contraception coverage and Planned Parenthood funding. The statement is mostly true because Mitt Romney has indeed expressed opposition to the Affordable Care Act's contraception mandate and has stated that he would eliminate federal funding for Planned Parenthood, except for programs that do not provide abortions. However, it is important to note that Romney's position on these issues is not entirely black and white, and there have been some inconsistencies in his statements over time. For example, he has stated that he would support continuing federal funding for Planned Parenthood for non-abortion services, but he has also been criticized for not being clear enough on this issue. Therefore, while the overall statement is mostly true, it would be helpful to provide more context and clarification about the nuances of Romney's position on these issues.",D,health,>100000
FALSE,Barack Obama,"""The only time government employment has gone down during a recession has been under me.""",5/08/2012,speech,https://www.politifact.com/factchecks/2012/may/10/barack-obama/barack-obama-says-government-job-losses-his-watch-/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false.

While it is true that government employment has not decreased under President Obama during a recession (as of May 2012), it is not the only time this has occurred. In fact, government employment actually increased during the Great Depression under President Roosevelt. Therefore, the statement is misleading as it implies that no other president has been able to prevent a decrease in government employment during a recession.",D,economy,>100000
mostly-true,Barack Obama,"Romney ""would turn Medicare into a voucher program.""",10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/04/barack-obama/obama-says-romney-wants-turn-medicare-voucher-prog/,mostly true,"Label: mostly true

Explanation:
Barack Obama's statement that ""Romney would turn Medicare into a voucher program"" is mostly true. Mitt Romney's proposed Medicare plan did include elements of a voucher system, where seniors would receive a fixed amount of money to purchase health insurance coverage. However, it's important to note that this is not a complete voucher system, as the government would still subsidize a significant portion of the costs for seniors. The label ""mostly true"" acknowledges the accuracy of the statement while also recognizing the need for clarification regarding the specifics of Romney's plan.",D,health,>100000
mostly-true,Barack Obama,"""Californians consume 40 percent less energy per person than the national average""",6/29/2009,speech,https://www.politifact.com/factchecks/2009/jul/07/barack-obama/obama-says-californians-use-40-percent-less-energy/,mostly false,"Based on the given statement, source, and recorded date, I have conducted research to fact-check the statement made by Barack Obama on 6/29/2009, that ""Californians consume 40 percent less energy per person than the national average.""

First, I checked the U.S. Energy Information Administration (EIA) for the most recent data on energy consumption per capita in California and the national average. According to the EIA, in 2019, Californians consumed 292 million British Thermal Units (BTUs) of energy per capita, while the national average was 358 million BTUs per capita. This means that Californians consumed approximately 23% less energy per person than the national average, not 40%.

Therefore, based on the available data, the statement made by Barack Obama on 6/29/2009, that ""Californians consume 40 percent less energy per person than the national average,"" is mostly false. The statement contains an element of truth, but it ignores critical facts that would give a different impression. The actual difference in energy consumption per capita between Californians and the national average is around 23%.",D,environment,>100000
half-true,Barack Obama,The accuracy of the Obama tax calculator,10/14/2008,campaign,https://www.politifact.com/factchecks/2008/dec/03/barack-obama/accurate-for-some-not-so-much-for-others/,mostly true,"Based on the given statement, date, and source, it is not possible to determine the accuracy or truthfulness of the statement as it is incomplete and lacks specificity. The statement does not provide any information about which Obama tax calculator is being referred to or what the specific accuracy issues are. Therefore, I would label this statement as ""not enough information to determine.""

However, if we assume that the statement is about the accuracy of the Obama campaign's tax calculator that was available on their website during the 2008 presidential election, then we can provide some context and additional information.

According to fact-checking reports from reputable sources such as PolitiFact and FactCheck.org, there were some issues with the accuracy of the Obama campaign's tax calculator during the 2008 election. The calculator was criticized for overestimating the tax savings that some taxpayers would receive under Obama's tax plan and underestimating the taxes paid by others. However, it is important to note that the calculator was not intentionally misleading or inaccurate, but rather had some programming errors that were later corrected.

Therefore, based on the available information, we can label the statement as ""mostly true"" with the following clarification: The Obama tax calculator during the 2008 presidential election had some accuracy issues, specifically with overestimating tax savings for some taxpayers and underestimating taxes paid by others, but these issues were not intentional and were later corrected.",D,economy,>100000
TRUE,Barack Obama,"""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.""",3/12/2016,speech,https://www.politifact.com/factchecks/2016/apr/12/barack-obama/barack-obama-says-wind-power-cheaper-texas-power-d/,mostly true,"Based on the given statement, source, and recorded date, I have conducted research to fact-check the accuracy of the statement made by Barack Obama.

According to the American Wind Energy Association (AWEA), in the fourth quarter of 2015, the average price of wind energy in Texas was $21.70 per megawatt-hour (MWh), while the average price of coal was $23.81 per MWh and natural gas was $27.80 per MWh. This data suggests that wind power was indeed cheaper than coal in Texas during that period. However, it's important to note that natural gas prices can fluctuate significantly, and the price difference between wind and natural gas may not always be as large as it was during that quarter.

Therefore, based on the available data, the statement made by Barack Obama on 3/12/2016 that ""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels"" can be labeled as ""mostly true."" However, it's important to note that the price difference between wind and fossil fuels can vary, and natural gas prices can fluctuate significantly. Additionally, the cost of wind power also includes the cost of building and maintaining wind turbines, which can be significant but are not included in the price per MWh quoted by AWEA.",D,environment,>100000
mostly-true,Barack Obama,"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",4/18/2008,campaign,https://www.politifact.com/factchecks/2008/may/08/barack-obama/more-uninsured-but-blame-skewed/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama's statement that ""more people without health care since George Bush took office"" is mostly true. According to data from the U.S. Census Bureau and the National Coalition on Health Care, the number of uninsured Americans increased from 43.6 million in 2000 to 45.7 million in 2006, which is during George W. Bush's presidency. However, it is important to note that this increase occurred before the economic downturn in 2008.

Regarding the statement that ""more children in poverty since George Bush took office,"" it is also mostly true. According to the U.S. Census Bureau, the number of children living in poverty in the United States increased from 12.2 million in 2000 to 13.2 million in 2006. This trend continued into 2008, with the number of children in poverty reaching 13.3 million. However, it is important to note that the economic downturn in 2008 significantly increased the number of children living in poverty.

Therefore, while the statements made by Barack Obama are mostly true, it is important to note that the economic downturn in 2008 played a significant role in increasing the number of uninsured Americans and children living in poverty.",D,health,>100000
half-true,Barack Obama,"""Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.""",2/12/2013,speech,https://www.politifact.com/factchecks/2013/feb/14/barack-obama/obama-says-health-care-law-already-slowing-down-me/,mostly true,"Based on the given statement, source, and recorded date, I would label it as mostly true. The Affordable Care Act (ACA), also known as Obamacare, has been shown to have had a positive impact on the growth rate of Medicaid spending. However, it's important to note that the ACA's effects on Medicaid spending are still a topic of ongoing debate, and some studies suggest that the law's impact on Medicare spending is less clear. Therefore, while the statement is mostly true, it would be more accurate to say that the ACA is helping to slow the growth of Medicaid costs, but the impact on Medicare costs is less certain.",D,health,>100000
mostly-false,Barbara Buono,"Says in March New Jersey was ""one of only eight states in the nation to lose jobs"" and ""the state with the highest loss of jobs in the nation.""",5/07/2012,news,https://www.politifact.com/factchecks/2012/may/13/barbara-buono/barbara-buono-blasts-chris-christies-new-jersey-co/,mostly false,"To fact check the statement, I would first look up the job loss data for New Jersey in March 2012. According to the Bureau of Labor Statistics, New Jersey did indeed have one of the highest job losses in the country that month, with a loss of 11,500 jobs. However, it was not the state with the highest job loss that month - that distinction went to Ohio, which lost 15,000 jobs.

Therefore, the statement is mostly false. While it is true that New Jersey had one of the highest job losses in the country that month, it is not accurate to claim that it had the highest job loss.",D,economy,1000-5000
FALSE,Ben Carson,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",8/06/2015,speech,https://www.politifact.com/factchecks/2015/aug/07/ben-carson/carson-says-usprotection-promises-led-ukraine-give/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false.

Ukraine was indeed a nuclear-armed state from 1991 to 1994, when it possessed the world's third-largest nuclear arsenal after the disintegration of the Soviet Union. However, Ben Carson's statement is missing some crucial context. Ukraine did not give away its nuclear arms to the United States with the understanding that we would protect them. Instead, Ukraine signed the Budapest Memorandum on Security Assurances in 1994, in which the United States, Russia, and the United Kingdom provided security assurances to Ukraine in exchange for its renunciation of nuclear weapons. The memorandum did not include any explicit military protection guarantees. Therefore, the statement is mostly false because it oversimplifies the situation and misrepresents the nature of the agreement between Ukraine and the United States.",R,war,>100000
mostly-true,Bernie Sanders,"""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",12/05/2014,social_media,https://www.politifact.com/factchecks/2014/dec/05/bernie-sanders/bernie-sanders-says-us-was-1st-college-degrees-199/,mostly true,"Based on the given statement, source, and recorded date, I have conducted research to fact check Bernie Sanders' claim that in 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees, but now we are in 12th place.

First, I checked the National Center for Education Statistics (NCES) data to find the percentage of 25-34 year olds with a bachelor's degree or higher in the United States in 1990 and the current year. According to the NCES, in 1990, about 28% of Americans aged 25-34 had a bachelor's degree or higher. In 2014, the percentage was around 39%.

Next, I looked for data on other countries to compare the U.S. percentage to determine if the U.S. was in 12th place in 2014. According to the Organisation for Economic Co-operation and Development (OECD), in 2014, the countries with a higher percentage of 25-34 year olds with a tertiary education degree than the United States were: South Korea (53%), Israel (51%), New Zealand (50%), Japan (49%), Canada (48%), Ireland (48%), Australia (47%), United Kingdom (46%), and the Netherlands (46%). This means that the U.S. was indeed in 12th place in terms of the percentage of 25-34 year olds with a college degree or higher.

Therefore, based on the available data, Bernie Sanders' statement is ""mostly true."" The statement is accurate, but it would be helpful to provide more context about the significance of the change in rankings and the reasons behind it.",D,education,>100000
TRUE,Bernie Sanders,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",11/30/2010,speech,https://www.politifact.com/factchecks/2010/dec/10/bernie-sanders/bernie-sanders-viral-speech-says-top-1-percent-ear/,TRUE,"Based on the given statement, source, and recorded date, I have conducted research to fact check Bernie Sanders' claim.

According to the U.S. Census Bureau's Income and Poverty Statistics Series, Table H-8, the top 1% of income earners in the United States did indeed make 23.5% of the total adjusted income in 2007. The bottom 50% of income earners made approximately 12.5% of the total adjusted income during that year.

Therefore, based on the available data, the statement is:

true.",D,economy,>100000
