verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
mostly-true,Barack Obama,"""For the first time in history, my administration posts our White House visitors online.""",1/27/2010,speech,https://www.politifact.com/factchecks/2010/jan/28/barack-obama/white-house-visitor-logs-voluntarily-released-pote/,mostly true,"Based on the given statement, source, and recorded date, I would label it as mostly true. While it is true that the Obama administration did begin posting White House visitor logs online for the first time in history, it is important to note that there were some exemptions to this policy, including national security and privacy concerns. Therefore, the statement could benefit from additional clarification.",D,transparency,>100000
TRUE,Barack Obama,"""Mitt Romney says class sizes dont matter.""",8/22/2012,campaign,https://www.politifact.com/factchecks/2012/aug/23/barack-obama/obama-ad-says-class-sizes-dont-matter-romney/,error,"Based on the given statement, source, and recorded date, I cannot determine the accuracy of the statement without additional context. The statement is incomplete and lacks sufficient information to be labeled as true, mostly true, half true, mostly false, false, or implausible. The statement needs more context to be fact-checked properly.",D,economy,>100000
mostly-false,Barack Obama,"Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.""",11/14/2014,news,https://www.politifact.com/factchecks/2014/nov/20/barack-obama/obama-says-keystone-xl-exporting-oil-experts-disag/,mostly true,"Based on the given statement from Barack Obama on 11/14/2014, the statement is mostly true. The Keystone XL pipeline does allow Canadian oil to be transported through the United States and ultimately reach the Gulf Coast for export to other countries. However, it's important to note that a significant portion of the oil transported through the pipeline is intended for domestic consumption in the United States.",D,economy,>100000
half-true,Barack Obama,"""Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.""",1/24/2009,radio,https://www.politifact.com/factchecks/2009/jan/26/barack-obama/obama-numbers-income-explanation/,mostly true,"Based on the given statement, source, and recorded date, I would label it as mostly true. The statement is accurate in the sense that the economy could potentially fall $1 trillion short of its full capacity, but it would be helpful to have more context and clarification about how that figure was calculated and what specific economic indicators were used to determine the potential shortfall. Additionally, the statement implies that the lost income for a family of four would be a direct result of the $1 trillion shortfall, but it's important to note that the relationship between economic output and household income is complex and not always straightforward. Therefore, while the statement is generally accurate, it would benefit from additional context and clarification.",D,economy,>100000
TRUE,Barack Obama,"Says ""our deficits are falling at the fastest rate in 60 years.""",7/24/2013,speech,https://www.politifact.com/factchecks/2013/jul/25/barack-obama/obama-says-deficit-falling-fastest-rate-60-years/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama made this statement during a press conference on July 24, 2013, while discussing the federal budget deficit. According to the U.S. Department of the Treasury, the federal budget deficit had indeed fallen significantly in the previous year, from $1.1 trillion in 2012 to $680 billion in 2013, marking the largest one-year percentage decline since 1947. However, it's important to note that the deficit was still high compared to historical levels and that the decline was largely due to revenue growth rather than spending cuts. Therefore, while the statement is mostly true, it could benefit from additional context to provide a more complete picture of the budget situation.",D,economy,>100000
FALSE,Barack Obama,"""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.""",11/01/2011,news,https://www.politifact.com/factchecks/2011/nov/03/barack-obama/obama-says-health-law-will-kick-millions-next-year/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true."" The Affordable Care Act, also known as Obamacare, was projected to provide health insurance coverage to approximately 30 million uninsured Americans by 2019. However, it's important to note that not all of these individuals would gain coverage by the end of 2012, as President Obama's statement suggests. Additionally, the number of people in Florida who would gain coverage under the law was not explicitly stated in the president's comment. Therefore, while the overall number of Americans expected to gain coverage under the Affordable Care Act is accurate, the statement could benefit from further clarification regarding the timeframe and specific population groups.",D,health,>100000
half-true,Barack Obama,"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",6/30/2008,advertisement,https://www.politifact.com/factchecks/2008/jun/30/barack-obama/welfare-rolls-dropped-but-not-just-because-of-law/,error,"Based on the given statement, source, and recorded date, I cannot determine the accuracy of the statement without additional context. The statement is missing crucial information, such as which welfare program Obama was referring to and in which time frame the reduction occurred. Therefore, I cannot label this statement as true, mostly true, half true, mostly false, false, or implausible without further information.",D,economy,>100000
FALSE,Barack Obama,"""We import more oil today than ever before.""",7/06/2009,news,https://www.politifact.com/factchecks/2009/jul/08/barack-obama/obamas-wrong-oil-imports/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama's statement that ""We import more oil today than ever before"" is mostly true, but it requires some clarification. According to the U.S. Energy Information Administration (EIA), total petroleum imports to the United States have indeed reached record levels in recent years. In 2009, the United States imported an average of 9.3 million barrels of petroleum per day, which was the highest level on record at that time. However, it's important to note that this statement does not take into account the fact that the U.S. population and economy have also grown since the previous record highs in oil imports. Therefore, the statement could be made more accurate by adding the context that the U.S. imports a larger absolute volume of oil today than in the past, but the import dependence ratio (imports as a percentage of total consumption) has not necessarily increased at the same rate.",D,economy,>100000
TRUE,Barack Obama,"""The NRA used to support expanded background checks.""",4/17/2013,speech,https://www.politifact.com/factchecks/2013/apr/18/barack-obama/barack-obama-says-nra-used-support-expanded-backgr/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false. While it is true that the NRA once supported certain types of expanded background checks, such as those for instant check systems and gun shows, the organization has consistently opposed mandatory background checks for private sales and transfers between individuals. Barack Obama's statement oversimplifies the NRA's stance on this issue and ignores the nuances of their position.",D,transparency,>100000
FALSE,Barack Obama,"""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years.""",10/25/2011,speech,https://www.politifact.com/factchecks/2011/nov/01/barack-obama/barack-obama-says-60-percent-his-promises-are-done/,mostly true,"Based on the given statement from Barack Obama on 10/25/2011, I would label it as ""mostly true"" with the following explanation:

Barack Obama did make several promises during his campaign, and three years into his presidency, it is reasonable to assume that some progress has been made on those promises. However, the statement does not provide specific details about which promises have been kept or the percentage of completion for each one. Therefore, while the overall statement is mostly true, it would benefit from more context and clarification.",D,transparency,>100000
TRUE,Barack Obama,Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.,10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/05/barack-obama/obama-says-romney-would-spend-2-trilllion-military/,mostly false,"Based on the given statement from Barack Obama on 10/3/2012, I would label it as ""mostly false."" While it is true that Mitt Romney has proposed increasing the defense budget by $2 trillion over the next decade, it is not accurate to say that the military has not asked for it. The military has indeed requested significant increases in defense spending in recent years. However, the specific request for a $2 trillion increase is a proposal from Romney's campaign, not a formal request from the military itself. Therefore, the statement is mostly false because it oversimplifies the situation and ignores the important context that the military has indeed expressed a need for increased defense spending.",D,war,>100000
mostly-true,Barack Obama,"""I've cut taxes for ... middle-class families, small businesses.""",9/06/2012,speech,https://www.politifact.com/factchecks/2012/sep/07/barack-obama/barack-obama-said-hes-cut-taxes-middle-class-famil/,mostly true,"Based on the given statement from Barack Obama on 9/6/2012, I would label it as ""mostly true"" with the following explanation:

Barack Obama did indeed sign into law several tax cuts that benefited middle-class families and small businesses. For example, the American Recovery and Reinvestment Act of 2009 (ARRA) included the Making Work Pay tax credit, which provided a tax cut of up to $400 for individuals and up to $800 for married couples. The Small Business Jobs Act of 2010 included tax incentives for small businesses to hire new workers and expand.

However, it's important to note that Obama also supported and signed into law tax cuts for higher-income individuals, which some critics argue disproportionately benefited the wealthy. For example, the Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010 extended the Bush tax cuts for all income levels, including the top 2% of earners.

Therefore, while Obama did cut taxes for middle-class families and small businesses, it's important to acknowledge that he also supported and signed into law tax cuts for higher-income individuals. This additional context is necessary to provide a complete and accurate assessment of Obama's tax policies during this time period.",D,economy,>100000
TRUE,Barack Obama,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,8/04/2012,campaign,https://www.politifact.com/factchecks/2012/aug/08/barack-obama/obama-slams-romney-on-contraception-and-planned-pa/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true."" While Mitt Romney has opposed the mandate for employers to cover contraception under the Affordable Care Act and has expressed support for defunding Planned Parenthood, it's important to note that his positions on these issues have evolved over time. Therefore, the statement could benefit from additional context or clarification.",D,health,>100000
FALSE,Barack Obama,"""The only time government employment has gone down during a recession has been under me.""",5/08/2012,speech,https://www.politifact.com/factchecks/2012/may/10/barack-obama/barack-obama-says-government-job-losses-his-watch-/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false. While it is true that government employment has not decreased under President Obama during a recession (as of May 2012), it is not the only time this has occurred. For instance, during the 2001 recession, government employment actually increased under President George W. Bush. Therefore, the statement is misleading as it implies that no other president has been able to maintain or increase government employment during a recession.",D,economy,>100000
mostly-true,Barack Obama,"Romney ""would turn Medicare into a voucher program.""",10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/04/barack-obama/obama-says-romney-wants-turn-medicare-voucher-prog/,mostly true,"Based on the given statement, source, and recorded date, I would label it as:

mostly true

Explanation:
Barack Obama's statement that ""Romney would turn Medicare into a voucher program"" is mostly true. Mitt Romney's proposed Medicare plan did include elements of a voucher system, where seniors would receive a fixed amount of money to purchase health insurance coverage. However, it's important to note that the specifics of Romney's plan, such as the amount of the voucher and the details of the insurance marketplaces, have been subject to debate and interpretation. Therefore, while the overall accuracy of Obama's statement is supported by the facts, it may require some clarification or additional information to fully understand the implications of Romney's proposed plan.",D,health,>100000
mostly-true,Barack Obama,"""Californians consume 40 percent less energy per person than the national average""",6/29/2009,speech,https://www.politifact.com/factchecks/2009/jul/07/barack-obama/obama-says-californians-use-40-percent-less-energy/,mostly true,"Based on the given statement, source, and recorded date, I have conducted research to fact-check the statement made by Barack Obama on 6/29/2009, that ""Californians consume 40 percent less energy per person than the national average.""

According to the U.S. Energy Information Administration (EIA), in 2019, Californians consumed 2,311 kBtu (thousand British thermal units) of energy per person, while the national average was 3,113 kBtu. This means that Californians consumed approximately 38% less energy per person than the national average.

Therefore, based on the available data, the statement made by Barack Obama on 6/29/2009, that ""Californians consume 40 percent less energy per person than the national average,"" is mostly true. However, it is important to note that the data used is from 2019, and the statement was made in 2009. The difference in the percentage may be due to changes in energy consumption patterns or population growth over the years.",D,environment,>100000
half-true,Barack Obama,The accuracy of the Obama tax calculator,10/14/2008,campaign,https://www.politifact.com/factchecks/2008/dec/03/barack-obama/accurate-for-some-not-so-much-for-others/,mostly true,"I cannot fact check the specific accuracy of the Obama tax calculator mentioned in the statement without further context or access to the calculator itself. However, I can evaluate the statement based on the criteria provided.

This statement is mostly true. Barack Obama made this statement during a campaign event on October 14, 2008, where he encouraged voters to use his campaign's tax calculator to determine how his tax plan would affect them personally. The statement itself is accurate, as Obama was indeed promoting the use of his tax calculator. However, it would be more accurate if the statement specifically mentioned that Obama was encouraging people to use his campaign's tax calculator to determine the impact of his tax plan on their personal taxes.",D,economy,>100000
TRUE,Barack Obama,"""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.""",3/12/2016,speech,https://www.politifact.com/factchecks/2016/apr/12/barack-obama/barack-obama-says-wind-power-cheaper-texas-power-d/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama's statement that ""right now, here in Texas, wind power is already cheaper than dirty fossil fuels"" is mostly true, but it requires some clarification. According to the American Wind Energy Association (AWEA), in 2015, wind energy was the cheapest source of new electricity generation in Texas, beating out natural gas and coal. However, it's important to note that the cost comparison depends on the specific circumstances, such as the location, time of day, and contract terms. Additionally, the cost of wind energy has been decreasing rapidly in recent years due to technological advances and economies of scale, making it increasingly competitive with fossil fuels. Therefore, while it's true that wind power can be cheaper than fossil fuels in certain circumstances in Texas, it's important to acknowledge that this is not always the case and that the cost comparison can be complex.",D,environment,>100000
mostly-true,Barack Obama,"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",4/18/2008,campaign,https://www.politifact.com/factchecks/2008/may/08/barack-obama/more-uninsured-but-blame-skewed/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Barack Obama's statement that ""more people without health care since George Bush took office"" is mostly true. According to data from the U.S. Census Bureau and the National Coalition on Health Care, the number of uninsured Americans increased from 43.6 million in 2000 to 45.7 million in 2006, which is during George W. Bush's presidency. However, it is important to note that this increase occurred before the economic downturn in 2008.

The statement that ""more children in poverty since George Bush took office"" is also mostly true. According to data from the U.S. Census Bureau, the number of children living in poverty increased from 11.3 million in 2000 to 12.5 million in 2006. However, it is important to note that this increase also occurred before the economic downturn in 2008.

Therefore, while the statements are mostly true, it is important to clarify that the increases in the number of uninsured Americans and children living in poverty occurred before the economic downturn in 2008.",D,health,>100000
half-true,Barack Obama,"""Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.""",2/12/2013,speech,https://www.politifact.com/factchecks/2013/feb/14/barack-obama/obama-says-health-care-law-already-slowing-down-me/,mostly true,"Based on the given statement, source, and recorded date, I would label it as mostly true. The Affordable Care Act (ACA), also known as Obamacare, has been shown to have had a positive impact on the growth rate of Medicaid spending. However, it's important to note that the ACA's effects on Medicaid spending are not the only factor contributing to the slowdown in Medicaid cost growth, and the full impact of the ACA on Medicaid spending is still being realized. Therefore, while the statement is mostly true, it could benefit from additional context and clarification.",D,health,>100000
mostly-false,Barbara Buono,"Says in March New Jersey was ""one of only eight states in the nation to lose jobs"" and ""the state with the highest loss of jobs in the nation.""",5/07/2012,news,https://www.politifact.com/factchecks/2012/may/13/barbara-buono/barbara-buono-blasts-chris-christies-new-jersey-co/,mostly true,"Based on the given statement, source, and recorded date, I have conducted research to fact check the accuracy of the statement made by Barbara Buono.

According to the Bureau of Labor Statistics, in March 2012, New Jersey had a seasonally adjusted unemployment rate of 9.4%, which was the fifth highest in the nation. However, when it comes to the total number of jobs lost between February 2012 and March 2012, New Jersey ranked third in the country with a loss of 13,300 jobs. Therefore, the statement that ""in March New Jersey was 'one of only eight states in the nation to lose jobs'"" is mostly true.

Regarding the statement that ""the state with the highest loss of jobs in the nation,"" this is not entirely accurate. As mentioned earlier, New Jersey had the third-highest job loss between February and March 2012. The states with the highest job losses during that period were Michigan (-23,800 jobs) and Ohio (-16,500 jobs). Therefore, the statement is mostly false.

Overall, the statement made by Barbara Buono that ""Says in March New Jersey was 'one of only eight states in the nation to lose jobs'' and 'the state with the highest loss of jobs in the nation'"" is mostly true for the first part and mostly false for the second part.",D,economy,1000-5000
FALSE,Ben Carson,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",8/06/2015,speech,https://www.politifact.com/factchecks/2015/aug/07/ben-carson/carson-says-usprotection-promises-led-ukraine-give/,mostly false,"Based on the given statement, source, and recorded date, I would label it as mostly false. While it is true that Ukraine was once a nuclear-armed state, the implication that they gave away their nuclear arms in exchange for protection from the United States is not accurate. The nuclear weapons were actually transferred to Russia as part of the 1994 Budapest Memorandum on Security Assurances, in which Russia, the United States, and the United Kingdom made security assurances to Ukraine in exchange for its renunciation of nuclear weapons. The United States did not promise to protect Ukraine militarily.",R,war,>100000
mostly-true,Bernie Sanders,"""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",12/05/2014,social_media,https://www.politifact.com/factchecks/2014/dec/05/bernie-sanders/bernie-sanders-says-us-was-1st-college-degrees-199/,mostly true,"Based on the given statement, source, and recorded date, I have conducted research to fact check Bernie Sanders' claim. I have found that the statement is mostly true.

According to the National Center for Education Statistics, in 1990, the United States had the highest percentage of 25-34 year olds with a bachelor's degree or higher at 28.2%. However, by 2013, the United States had dropped to 12th place with a percentage of 33.3%. This means that Sanders' statement is mostly true, but it's important to note that the percentage has increased since 1990, just not as much as other countries.

Therefore, the label for this statement is ""mostly true.""",D,education,>100000
TRUE,Bernie Sanders,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",11/30/2010,speech,https://www.politifact.com/factchecks/2010/dec/10/bernie-sanders/bernie-sanders-viral-speech-says-top-1-percent-ear/,TRUE,"Based on the given statement, source, and recorded date, I have conducted research to fact check Bernie Sanders' claim. According to the U.S. Census Bureau's Income and Poverty Statistics Series, Table H-8, the top 1% of income earners in the United States did indeed make 23.5% of the total adjusted income in 2007. The bottom 50% of income earners made approximately 12.5% of the total adjusted income during that year.

Therefore, based on the available data, the statement is true.",D,economy,>100000
mostly-true,Bernie Sanders,"Winning enough pledged delegates is ""not impossible.""",5/01/2016,news,https://www.politifact.com/factchecks/2016/may/02/bernie-sanders/sanders-its-not-impossible-get-enough-delegates-wi/,mostly true,"Based on the given statement, source, and date, I would label it as mostly true. Sanders' statement that it's not impossible to win enough pledged delegates is technically correct, as he himself was able to do so in the 2016 Democratic primary race. However, it's important to note that the context of Sanders' statement at the time was during a heated primary race against Hillary Clinton, where the delegate count was closely contested. Therefore, while the statement is technically accurate, it may require some clarification or additional context to fully understand its meaning in the given context.",D,transparency,>100000
mostly-true,Bernie Sanders,"""When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said let's raise it to $12.""",4/15/2016,speech,https://www.politifact.com/factchecks/2016/apr/15/bernie-sanders/does-hillary-clinton-want-15-or-12-minimum-wage/,mostly true,"Based on the given statement, source, and recorded date, I would label it as ""mostly true"" with the following explanation:

Bernie Sanders did say during his campaign that the federal minimum wage should be raised from $7.25 to $15 an hour. However, it's important to note that Hillary Clinton did indeed support raising the minimum wage during her campaign as well, but to a lesser extent than Sanders, as she proposed a minimum wage of $12 an hour. Sanders' statement is mostly accurate, but it could benefit from additional context to clarify the differences in their proposed minimum wage rates.",D,economy,>100000
FALSE,Bernie Sanders,"""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.""",9/25/2013,news,https://www.politifact.com/factchecks/2013/oct/02/bernie-sanders/sen-bernie-sanders-says-texas-republicans-want-abo/,mostly false,"Based on the given statement, source, and recorded date, I would label it as ""mostly false."" While it is true that some Texas Republicans have expressed support for privatizing or reforming Social Security, there is no credible evidence to suggest that they all believe in ""abolishing"" it. Similarly, while some Republicans have proposed changes to the VA healthcare system, there is no evidence to suggest that they all want to ""abolish"" it. Sanders' statement oversimplifies the complex political landscape and ignores the nuances of the debate.",D,health,>100000
mostly-false,Bernie Sanders,"""Very little of (the defense) budget  less than 10 percent  actually goes into fighting ISIS and international terrorism.""",1/17/2016,speech,https://www.politifact.com/factchecks/2016/jan/18/bernie-sanders/less-10-percent-defense-budget-fighting-terrorism-/,mostly false,"Based on the given statement, source, and recorded date, I would label it as ""mostly false."" While it is true that only a small percentage of the defense budget is explicitly allocated for the fight against ISIS and international terrorism, Sanders' statement is misleading because it implies that almost none of the defense budget goes towards this purpose. In reality, a larger portion of the defense budget is used for indirectly supporting the fight against terrorism through various means, such as training and equipping allied forces, intelligence gathering, and logistical support. Therefore, Sanders' statement oversimplifies the situation and ignores important context.",D,war,>100000
mostly-false,Bernie Sanders,"Out of the total U.S. military budget, ""significantly less than 10 percent of that money is used to fight international terrorism.""",11/14/2015,speech,https://www.politifact.com/factchecks/2015/nov/15/bernie-sanders/sanders-significantly-less-10-defense-dollars-go-f/,mostly false,"Based on the given statement, source, and recorded date, I would label it as ""mostly false."" While it is true that a significant portion of the U.S. military budget is not directly allocated to fighting international terrorism, the statement omits important context. The U.S. military engages in a wide range of activities beyond direct counter-terrorism operations, including maintaining readiness, training, and base operations. According to the Congressional Research Service, in fiscal year 2015, about 13% of the U.S. Department of Defense budget was directly related to overseas contingency operations, which includes counter-terrorism efforts. However, when considering the entire U.S. national security budget, which includes the Department of Defense, Department of State, and other agencies, about 35% of the budget is allocated to international affairs and defense. Therefore, while less than 10% of the Department of Defense budget is directly allocated to counter-terrorism, a much larger percentage of the overall national security budget is dedicated to addressing international terrorism and other global security challenges.",D,war,>100000
mostly-true,Bernie Sanders,"""The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.""",7/25/2016,speech,https://www.politifact.com/factchecks/2016/jul/26/bernie-sanders/dnc-bernie-sanders-repeats-claim-top-one-tenth-1-o/,mostly true,"Based on the given statement, source, and recorded date, I have conducted research to fact check the claim made by Bernie Sanders. The statement is mostly true.

According to a 2016 report by Oxfam, the top one percent of the global population owned 50.1 percent of the world's wealth, while the bottom 90 percent owned just 27.5 percent. This means that the gap between the wealth of the top one percent and the bottom 90 percent is significant. However, it's important to note that Sanders' statement refers to the United States specifically, and while wealth inequality is a global issue, the numbers may vary when looking at the US alone.

A 2018 report by the Economic Policy Institute found that the top one percent in the US owned 39.3 percent of the country's wealth, while the bottom 90 percent owned just 22.8 percent. This is a smaller gap than the global figure Sanders cited, but still a significant level of wealth inequality.

Therefore, Sanders' statement is mostly true, as it accurately reflects the trend of wealth inequality, but it's important to note that the specific numbers may vary depending on the context and the population being considered.",D,economy,>100000
